Время (с),A0 (В)
7.6256492137908936,2.118
7.634214639663696,1.588
7.64621901512146,1.627
7.654817581176758,1.902
7.666386365890503,2.529
7.675476312637329,2.608
7.687478303909302,2.922
7.69547700881958,3.216
7.707648277282715,3.510
7.715698719024658,3.235
7.728699207305908,3.373
7.736210107803345,3.196
7.744211196899414,3.235
7.757334232330322,3.216
7.765377044677734,2.784
7.777379035949707,1.784
7.785377502441406,1.216
7.797486066818237,0.922
7.806529998779297,0.980
7.814529895782471,0.765
7.826586961746216,1.118
7.835192918777466,1.275
7.847192764282227,1.922
7.8551926612854,2.451
7.867192983627319,2.451
7.87524938583374,2.412
7.888250350952148,2.078
7.896249771118164,1.569
7.904250621795654,1.667
7.916254281997681,1.824
7.925253391265869,1.784
7.937586069107056,1.745
7.945713758468628,2.412
7.957713603973389,3.196
7.965770483016968,3.294
7.977834224700928,2.824
7.98583459854126,2.431
7.999014854431152,2.137
8.007073879241943,2.196
8.019078254699707,2.431
8.02707815170288,2.353
8.035587072372437,2.765
8.04758882522583,3.431
8.055586814880371,2.882
8.068586826324463,2.137
8.076586961746216,2.137
8.088590860366821,2.078
8.09659194946289,2.255
8.109668493270874,2.451
8.117332696914673,2.706
8.125330209732056,3.157
8.137842655181885,3.392
8.14590072631836,3.275
8.157961130142212,3.020
8.1669602394104,2.392
8.179068326950073,2.333
8.187119245529175,2.471
8.199118852615356,2.745
8.20717716217041,2.980
8.220279216766357,3.157
8.228279829025269,2.863
8.239789247512817,2.784
8.248788833618164,2.667
8.256789207458496,2.608
8.268844366073608,1.863
8.276885986328125,1.333
8.289886474609375,1.373
8.29788589477539,1.863
8.309886693954468,2.039
8.317892789840698,2.510
8.325891733169556,2.667
8.338562965393066,2.961
8.346563577651978,3.118
8.359561920166016,2.843
8.367563962936401,2.588
8.379563331604004,2.706
8.38756775856018,2.647
8.399750471115112,2.510
8.40836501121521,2.353
8.41637372970581,2.255
8.428373336791992,1.961
8.436882257461548,2.059
8.448987245559692,2.176
8.45704174041748,2.314
8.469550371170044,2.314
8.477550029754639,2.431
8.49055027961731,2.392
8.498550176620483,2.706
8.510617971420288,2.784
8.51862359046936,2.725
8.531128168106079,2.608
8.539275407791138,2.765
8.551334142684937,2.647
8.560341596603394,2.451
8.572339057922363,2.412
8.580341100692749,2.275
8.588339567184448,2.039
8.600345134735107,2.059
8.608424186706543,2.157
8.621578693389893,2.255
8.629580020904541,2.137
8.642090559005737,2.412
8.65009093284607,2.392
8.662787675857544,2.431
8.670805215835571,2.255
8.682424545288086,2.529
8.690466165542603,2.667
8.703695297241211,2.549
8.711701154708862,2.039
8.719706058502197,2.000
8.732217073440552,2.392
8.740217447280884,2.627
8.752330541610718,2.471
8.760395526885986,2.529
8.772393703460693,2.412
8.781446933746338,2.471
8.793506383895874,2.412
8.80150580406189,2.569
8.809505939483643,2.431
8.821760416030884,2.353
8.82981014251709,2.333
8.842319250106812,2.314
8.85032343864441,2.392
8.863434076309204,2.529
8.870996475219727,2.412
8.883591651916504,2.549
8.891592979431152,1.961
8.89959192276001,2.039
8.91169548034668,2.275
8.920745849609375,2.353
8.932258129119873,2.569
8.941257953643799,2.804
8.953320026397705,2.706
8.961320638656616,2.686
8.969319105148315,2.706
8.981441736221313,2.765
8.989502906799316,2.471
9.00250244140625,2.529
9.010563373565674,2.333
9.022670030593872,2.686
9.031174182891846,2.824
9.043179035186768,2.490
9.051178693771362,2.392
9.06330680847168,2.588
9.071362018585205,2.608
9.084362268447876,2.667
9.09236216545105,2.373
9.100362300872803,2.176
9.112416744232178,1.941
9.121474504470825,2.196
9.133036375045776,2.216
9.141040802001953,2.314
9.153202295303345,2.275
9.161619663238525,2.471
9.174672842025757,2.275
9.182673931121826,1.941
9.194788455963135,2.157
9.202854633331299,2.647
9.21485424041748,2.510
9.223860502243042,2.529
9.231366395950317,2.471
9.244370698928833,2.725
9.252370834350586,2.451
9.264371395111084,2.529
9.272371053695679,2.902
9.284444570541382,3.157
9.293444871902466,3.000
9.305448770523071,2.902
9.313538551330566,2.529
9.321547031402588,2.294
9.333658218383789,2.275
9.34270429611206,2.608
9.354280233383179,2.549
9.362278461456299,2.529
9.375401973724365,2.431
9.383453369140625,2.451
9.395453214645386,2.353
9.4035062789917,2.627
9.411505937576294,2.451
9.424511432647705,2.235
9.432086706161499,2.510
9.44413685798645,2.647
9.453137159347534,2.314
9.465190172195435,2.431
9.473288536071777,2.373
9.481288194656372,2.294
9.493340253829956,2.137
9.502388000488281,2.216
9.514387607574463,1.980
9.522392988204956,2.333
9.535020351409912,2.608
9.543020486831665,2.412
9.554833889007568,2.235
9.563894510269165,2.353
9.57595682144165,2.216
9.583956003189087,2.235
9.596020936965942,2.039
9.604075193405151,2.039
9.61267352104187,2.078
9.625059127807617,2.510
9.633570671081543,2.588
9.645209789276123,2.686
9.653210163116455,2.353
9.666209936141968,2.412
9.67421007156372,2.529
9.686209678649902,2.627
9.694322347640991,2.314
9.706322431564331,2.647
9.715322017669678,2.667
9.727325916290283,2.980
9.73583722114563,2.784
9.743836641311646,2.490
9.755837440490723,2.137
9.763901472091675,2.314
9.776002168655396,2.098
9.785001754760742,2.314
9.797001361846924,2.294
9.805060386657715,2.275
9.817127227783203,2.118
9.825126647949219,2.529
9.833637237548828,2.686
9.845720052719116,2.412
9.853826999664307,2.275
9.866825580596924,2.588
9.874881029129028,2.353
9.886934995651245,2.647
9.894939184188843,2.137
9.907514333724976,2.294
9.915518999099731,2.294
9.92408037185669,2.275
9.936590194702148,2.137
9.944589138031006,2.275
9.956705331802368,2.098
9.96475601196289,2.294
9.976755857467651,2.294
9.985756874084473,2.451
9.997973203659058,2.333
10.005973100662231,2.373
10.017716884613037,2.157
10.026774168014526,2.118
10.038374662399292,2.314
10.046374320983887,2.784
10.059441566467285,2.765
10.067497253417969,2.824
10.079493284225464,2.627
10.087493658065796,2.627
10.095492839813232,2.588
10.108554124832153,2.647
10.116554498672485,2.471
10.128393173217773,2.098
10.136965274810791,2.098
10.14968228340149,2.196
10.157688617706299,2.118
10.165688276290894,2.275
10.177688598632812,2.235
10.185747385025024,2.373
10.198747158050537,2.549
10.206746816635132,2.765
10.218753099441528,2.647
10.226753234863281,2.216
10.239261865615845,2.000
10.247262954711914,2.608
10.259379386901855,2.725
10.268428564071655,2.588
10.280428409576416,2.667
10.28842830657959,2.490
10.296428442001343,2.490
10.308481693267822,2.549
10.317544937133789,2.608
10.329545497894287,2.725
10.338053464889526,2.725
10.350250005722046,2.569
