Время (с),A0 (В)
6.018148422241211,1.961
6.026242017745972,2.235
6.038241863250732,1.804
6.047292709350586,2.588
6.0593554973602295,2.157
6.067870855331421,2.843
6.075869083404541,2.412
6.087869167327881,2.725
6.095958948135376,2.000
6.108010292053223,2.216
6.117010116577148,1.490
6.129154205322266,2.020
6.137199640274048,1.490
6.1491992473602295,1.941
6.157203912734985,1.980
6.1697118282318115,2.863
6.177835941314697,2.608
6.189878463745117,3.098
6.198882579803467,2.608
6.20688271522522,3.020
6.219039440155029,2.667
6.227093458175659,3.176
6.238597393035889,2.608
6.247158765792847,3.157
6.259815454483032,2.706
6.268383741378784,3.098
6.276383876800537,2.490
6.288383483886719,2.902
6.296442270278931,2.176
6.309486389160156,2.529
6.317486047744751,1.980
6.329486131668091,2.431
6.337538242340088,1.922
6.349629640579224,2.471
6.358633041381836,1.882
6.365633010864258,2.373
6.3791420459747314,2.176
6.387141942977905,2.745
6.399215936660767,2.294
6.40721583366394,2.941
6.419219493865967,2.431
6.428219795227051,2.922
6.440434217453003,2.373
6.447952032089233,2.647
6.461113452911377,2.176
6.468667030334473,2.157
6.481174468994141,1.804
6.489741086959839,2.118
6.49782133102417,1.961
6.509454011917114,2.412
6.518453359603882,2.392
6.53050684928894,2.608
6.538598299026489,2.392
6.55059814453125,2.765
6.558602333068848,2.627
6.57120418548584,2.667
6.579254388809204,2.333
6.587254285812378,2.706
6.600310564041138,2.471
6.608309268951416,2.392
6.6204164028167725,1.941
6.628462314605713,1.529
6.640462875366211,1.686
6.649462938308716,1.706
6.661468267440796,2.059
6.669067144393921,2.020
6.6820666790008545,2.176
6.690067291259766,2.020
6.70218825340271,2.353
6.710240364074707,2.431
6.718239068984985,2.627
6.731239318847656,2.471
6.739298105239868,2.569
6.751297950744629,2.275
6.759402751922607,2.333
6.771959543228149,2.255
6.7799599170684814,2.608
6.787959575653076,2.529
6.801065444946289,2.569
6.80911111831665,2.451
6.821113109588623,2.373
6.829111099243164,2.098
6.8411149978637695,2.235
6.849626302719116,2.118
6.862201929092407,2.059
6.870714426040649,2.059
6.878761291503906,2.333
6.890857696533203,2.235
6.898857593536377,2.471
6.9109132289886475,2.608
6.919000625610352,2.529
6.932078123092651,2.235
6.940125942230225,2.176
6.952126502990723,1.980
6.960130929946899,2.529
6.972737073898315,2.059
6.980791330337524,2.039
6.992882966995239,1.725
7.001456022262573,1.490
7.009511232376099,1.333
7.021553993225098,1.824
7.029554128646851,2.176
7.042555332183838,2.745
7.050553798675537,2.569
7.062558174133301,3.000
7.071066856384277,3.216
7.083067178726196,3.863
7.09115195274353,3.824
7.09920597076416,4.078
7.112205982208252,3.667
7.120206117630005,3.882
7.132264137268066,3.667
7.1403563022613525,3.902
7.153360605239868,3.725
7.161360025405884,4.216
7.173869609832764,4.314
7.1818695068359375,4.882
7.1938698291778564,4.431
7.20186972618103,4.373
7.213927984237671,4.039
7.223016977310181,4.294
7.231022119522095,3.392
7.243528842926025,2.922
7.251658201217651,2.490
7.2632691860198975,2.431
7.27177619934082,1.784
7.284285068511963,1.686
7.292443752288818,1.157
7.300502777099609,1.235
7.312502384185791,0.902
7.32057785987854,1.176
7.332626581192017,1.000
7.341819763183594,1.157
7.353877305984497,1.118
7.361958265304565,1.216
7.374466896057129,0.686
7.382466554641724,1.725
7.390518426895142,2.588
7.402576923370361,4.098
7.410577297210693,4.941
7.423581123352051,4.980
7.4315807819366455,4.980
7.444089651107788,3.647
7.452089786529541,0.529
7.464093923568726,0.000
7.47260308265686,0.000
7.485162258148193,1.020
7.493162393569946,2.196
7.505162239074707,3.235
7.5132153034210205,2.843
7.525812864303589,2.667
7.533812999725342,2.118
7.546610116958618,2.588
7.554678678512573,2.647
7.562678337097168,3.176
7.575188636779785,2.627
7.5822412967681885,2.882
7.595796823501587,2.431
7.603797435760498,2.333
7.616138696670532,1.725
7.624143123626709,2.020
7.636744022369385,1.784
7.644151926040649,2.078
7.656265497207642,1.804
7.6653056144714355,2.137
7.676814556121826,2.000
7.685814380645752,2.353
7.693814516067505,2.039
7.7058141231536865,2.294
7.713813781738281,1.784
7.72681450843811,2.235
7.734818696975708,2.392
7.74688458442688,3.020
7.755480766296387,2.392
7.766584634780884,2.941
7.77509331703186,2.725
7.784093379974365,2.863
7.796149492263794,2.412
7.8042073249816895,3.078
7.8162078857421875,3.098
7.825207710266113,3.235
7.83725905418396,2.294
7.845351696014404,2.608
7.857354402542114,2.314
7.865354299545288,2.824
7.873735427856445,2.510
7.885836362838745,2.843
7.894836187362671,2.294
7.90683650970459,2.765
7.914901494979858,2.176
7.926951169967651,2.490
7.934950590133667,2.098
7.944005966186523,2.745
7.956064701080322,2.392
7.964064836502075,2.882
7.976574420928955,2.471
7.984631776809692,2.784
7.996687412261963,2.392
8.004792213439941,2.784
8.017298936843872,2.137
8.025870084762573,2.412
8.037870168685913,1.882
8.045870065689087,2.431
8.057981491088867,2.098
8.066086292266846,2.824
8.074594497680664,2.529
8.086594581604004,2.863
8.094594240188599,2.176
8.107667446136475,2.529
8.115667343139648,2.078
8.127720832824707,2.529
8.135822534561157,2.118
8.148822784423828,2.706
8.156826972961426,2.275
8.168430805206299,2.745
8.177487134933472,2.000
8.189484119415283,2.412
8.197484493255615,2.196
8.205483198165894,2.725
8.217540979385376,2.353
8.226541519165039,3.020
8.2385413646698,2.569
8.246541023254395,3.118
8.258544921875,2.529
8.267544984817505,3.020
8.27905535697937,2.490
8.288056373596191,2.765
8.296055555343628,2.235
8.308055639266968,2.941
8.316104173660278,2.647
8.328159093856812,3.020
8.337158918380737,2.392
8.349159002304077,2.843
8.357221603393555,2.294
8.369732856750488,2.784
8.377732515335083,2.098
8.385785102844238,2.314
8.397841453552246,1.765
8.40684175491333,2.333
8.418891906738281,2.137
8.42694091796875,2.765
8.43894076347351,2.314
8.446941375732422,2.843
8.45599627494812,2.137
8.467164993286133,2.490
8.47567367553711,1.941
8.488775730133057,2.373
8.496889352798462,1.961
8.508888721466064,2.235
8.517450332641602,2.020
8.52950668334961,2.529
8.537506580352783,2.216
8.549609184265137,2.039
8.557665586471558,1.373
8.57017707824707,2.020
8.578175783157349,2.078
8.586176633834839,2.392
8.599229335784912,1.941
8.607228994369507,2.098
8.619280099868774,1.941
8.627279996871948,2.255
8.639384269714355,2.000
8.648427486419678,2.294
8.66043210029602,2.137
8.668935298919678,2.431
8.681041479110718,2.490
8.689041376113892,2.686
8.70104169845581,2.843
8.709152460098267,2.843
8.718152523040771,2.765
8.73026728630066,2.745
8.738321781158447,2.922
8.75032663345337,2.667
8.758379459381104,2.608
8.770899534225464,2.784
8.779465913772583,2.922
8.791565895080566,2.529
8.799625158309937,2.373
8.80762505531311,2.529
8.81962537765503,2.529
8.828624963760376,2.412
8.840625762939453,2.451
8.84862494468689,2.608
8.860629081726074,2.569
8.86913275718689,2.235
8.881137371063232,2.255
8.890235900878906,2.235
8.898290157318115,2.471
8.910290479660034,2.314
8.91829252243042,2.431
8.930344343185425,2.431
8.939343452453613,2.706
8.951343774795532,2.686
8.959348201751709,2.745
8.971461772918701,2.451
8.979545831680298,2.431
8.99254322052002,2.353
9.00054383277893,2.706
9.012589454650879,2.490
9.02059006690979,2.510
9.032761335372925,2.373
9.041801452636719,2.647
9.053860664367676,2.549
9.061927318572998,2.745
9.07044529914856,2.451
9.082574129104614,2.529
9.090656280517578,2.275
9.102656364440918,2.471
9.110653400421143,2.314
9.123656749725342,2.529
9.131724834442139,2.373
9.139726400375366,2.588
9.151726245880127,2.373
9.15980315208435,2.706
9.17238712310791,2.588
9.180386066436768,2.725
9.192443370819092,2.353
9.201545238494873,2.667
9.213545560836792,2.431
9.221672058105469,2.608
9.233846664428711,2.451
9.241918325424194,2.608
9.25405478477478,2.216
9.26212453842163,2.412
9.270251512527466,2.059
9.283249616622925,2.588
9.291320323944092,2.471
9.303319931030273,2.863
9.31145167350769,2.902
9.32451868057251,2.863
9.332600831985474,2.333
9.34459900856018,2.569
9.352685689926147,2.529
9.360755205154419,2.510
9.373268365859985,2.294
9.381267547607422,2.647
9.39326786994934,2.451
9.402311325073242,2.667
9.414369821548462,2.490
9.422370195388794,2.647
9.434368371963501,2.098
9.442467451095581,2.314
9.451512336730957,2.353
9.463519811630249,2.490
9.471645593643188,2.412
9.483647108078003,2.725
9.49174976348877,2.608
9.503750801086426,2.824
9.512754440307617,2.784
9.52430534362793,2.843
9.532879829406738,2.510
9.545454502105713,2.902
9.553455829620361,2.686
9.565631866455078,3.000
9.573674440383911,2.863
9.581674098968506,2.961
9.594673156738281,2.902
9.602719783782959,3.216
9.614720344543457,2.961
9.622721910476685,2.980
9.635720014572144,2.745
9.643721580505371,2.902
9.65172004699707,2.647
9.66372561454773,2.765
9.672234773635864,2.529
9.684234380722046,2.667
9.692235469818115,2.216
9.70523476600647,2.510
9.713376760482788,2.157
9.725433826446533,2.255
9.733433485031128,1.961
9.745431661605835,2.549
9.754433155059814,2.451
9.766438722610474,2.686
9.77494764328003,2.059
9.783004522323608,2.294
9.795003652572632,2.118
9.803005456924438,2.314
9.815082788467407,1.961
9.824131727218628,2.412
9.836135625839233,2.235
9.844131708145142,2.647
9.856136083602905,2.412
9.865135908126831,2.627
9.872751235961914,2.431
9.884750366210938,2.922
9.89375114440918,2.510
9.90579104423523,2.725
9.913792848587036,2.529
9.925790786743164,2.941
9.934791803359985,2.725
9.946841478347778,2.843
9.954840660095215,2.549
9.962846994400024,2.922
9.975398302078247,2.275
9.98349118232727,2.490
9.995322465896606,2.333
10.003836154937744,2.569
10.01645302772522,2.314
10.024498462677002,2.471
10.0364990234375,2.000
10.044497728347778,2.529
10.057549953460693,2.157
10.065586566925049,2.471
10.07809567451477,2.157
10.086095333099365,2.549
10.094095945358276,2.216
10.106209993362427,2.510
10.114236116409302,1.882
10.127236604690552,2.255
10.135237455368042,1.863
10.147275924682617,2.216
10.155327320098877,1.941
10.163332462310791,2.627
10.175910234451294,2.412
10.18390941619873,2.667
10.196911096572876,2.196
10.20496129989624,2.745
10.216963291168213,2.627
10.224961280822754,3.078
10.237098217010498,2.510
10.246148347854614,2.667
10.258148431777954,2.314
10.266150712966919,2.667
10.278657674789429,2.176
10.286188840866089,2.529
10.294723987579346,2.216
10.307283878326416,2.745
10.315283298492432,2.353
10.327282428741455,2.529
10.336284637451172,1.941
10.348283290863037,2.235
10.356337308883667,1.824
10.368335723876953,2.588
10.376890897750854,2.529
10.38489031791687,2.980
10.396890878677368,2.314
10.40495491027832,2.431
10.418001174926758,1.961
10.426002025604248,2.490
10.438001155853271,2.059
10.44605302810669,2.588
10.459106683731079,2.314
10.46715521812439,2.588
10.475178718566895,2.098
10.487179279327393,2.451
10.499371767044067,2.216
10.507476806640625,2.745
10.51647663116455,2.392
10.52857518196106,2.765
10.536613702774048,2.196
10.548613786697388,2.549
10.556617736816406,2.471
10.569708585739136,2.863
10.577311038970947,2.490
10.58931040763855,2.569
10.598310470581055,2.294
10.61070442199707,2.588
10.61867070198059,1.961
10.630683660507202,2.275
10.638682842254639,2.098
10.64668321609497,2.412
10.659686088562012,2.255
10.667684078216553,2.569
10.68035101890564,2.098
10.688445806503296,2.549
10.700491666793823,2.392
10.708491563796997,2.529
10.720557928085327,2.392
10.728557348251343,2.706
10.741788387298584,2.667
10.748839616775513,2.765
10.760891199111938,2.863
10.770453691482544,2.667
10.778029203414917,2.529
10.790030479431152,2.627
10.799081087112427,2.843
10.811128616333008,2.686
10.819129467010498,2.451
10.831129550933838,2.176
10.840130805969238,1.863
10.848193407058716,1.725
10.860247611999512,2.059
10.868297576904297,2.314
10.880807399749756,2.275
10.888861179351807,2.314
10.900901317596436,2.118
10.908901453018188,2.294
10.92190146446228,2.275
10.92990231513977,1.863
10.937901735305786,1.588
10.949903011322021,1.863
10.957972526550293,2.137
10.970012187957764,2.529
10.978520631790161,2.647
10.991521120071411,2.725
10.999655961990356,2.882
11.011655807495117,2.784
11.019656419754028,2.804
11.027661323547363,2.902
11.040814399719238,2.863
11.048369646072388,2.392
11.060882568359375,2.412
11.069459915161133,2.392
11.081539630889893,2.941
11.089542627334595,2.961
11.101540088653564,3.078
11.109594345092773,2.863
11.122645854949951,2.863
11.130646467208862,2.784
11.142645120620728,2.863
11.150693416595459,2.314
