Время (с),A0 (В)
4.08102822303772,2.569
4.089242458343506,2.137
4.102297067642212,2.078
4.110298156738281,1.941
4.118296384811401,2.176
4.130297660827637,2.157
4.138296365737915,2.667
4.15138053894043,2.765
4.15943169593811,2.784
4.171430587768555,2.647
4.179434299468994,2.882
4.18800163269043,2.549
4.200121641159058,2.588
4.208123207092285,2.471
4.220246315002441,2.569
4.229308605194092,2.471
4.241308689117432,2.451
4.249368667602539,2.255
4.261424541473389,2.510
4.2694761753082275,2.490
4.2784788608551025,2.451
4.289988994598389,2.275
4.298042297363281,2.549
4.311100482940674,2.275
4.319098711013794,2.294
4.33110237121582,2.157
4.340098857879639,2.314
4.352099180221558,2.157
4.360101699829102,2.255
4.368103504180908,1.784
4.380167245864868,2.098
4.388671875,2.275
4.400773048400879,2.529
4.408811330795288,2.235
4.421813011169434,2.373
4.429811716079712,2.412
4.441911935806274,2.882
4.450020790100098,2.647
4.462016344070435,2.843
4.471014976501465,2.863
4.483018159866333,3.157
4.490524768829346,2.686
4.499524354934692,2.667
4.511524200439453,2.275
4.519524335861206,2.569
4.531674146652222,2.353
4.539734840393066,2.490
4.552734136581421,2.608
4.560735702514648,3.157
4.572863340377808,2.667
4.580921649932861,2.235
4.593003749847412,1.725
4.6020050048828125,2.275
4.614004135131836,2.431
4.622308015823364,2.804
4.63030743598938,2.686
4.642404556274414,2.863
4.650458335876465,2.490
4.663458585739136,2.431
4.6714560985565186,2.137
4.683458566665649,2.294
4.692047119140625,2.039
4.700088977813721,2.392
4.712596654891968,2.392
4.720651626586914,2.765
4.732693910598755,2.471
4.740694761276245,2.706
4.7526938915252686,2.392
4.761782169342041,2.529
4.773788213729858,2.255
4.78178596496582,2.706
4.789918422698975,2.392
4.801971435546875,2.706
4.8110339641571045,2.471
4.823029279708862,2.961
4.831029176712036,2.667
4.843078374862671,2.765
4.851144790649414,2.471
4.864144325256348,2.824
4.872147560119629,2.373
4.880148410797119,2.471
4.892256736755371,2.235
4.90032172203064,2.569
4.913326025009155,2.255
4.9213197231292725,2.608
4.9334189891815186,2.333
4.941460609436035,2.647
4.95346212387085,2.373
4.96246075630188,2.725
4.974544525146484,2.294
4.982599973678589,2.451
4.9951183795928955,2.333
5.003115177154541,2.706
5.011118650436401,2.412
5.023115158081055,2.843
5.032115459442139,2.588
5.044166564941406,2.902
5.052285432815552,2.667
5.064288139343262,2.725
